Security,N,Nfield,meanOpen,meanClose,meanHigh,meanLow,meanVolumn
MRO UN EquityFieldData.csv,6714,5,15.8246141,15.81879803,16.0319494,15.59917085,2286926.203
MS UN EquityFieldData.csv,6261,5,33.19744479,33.20437379,33.70817076,32.68158764,3602842.805
MSFT UW EquityFieldData.csv,8018,5,22.66425441,22.66926482,22.91401479,22.41487592,47222567.58
MSI UN EquityFieldData.csv,8064,5,54.85410961,54.861102,55.6213642,54.09301057,999899.8969
MTB UN EquityFieldData.csv,4930,5,92.04661034,92.06189939,92.8910288,91.14972799,283787.3008
MTD UN EquityFieldData.csv,5064,5,140.3698288,140.4513624,141.6829445,139.1148653,110336.0284
MU UW EquityFieldData.csv,2015,5,16.84063772,16.82679156,17.10132903,16.55127146,7082427.171
MYL UW EquityFieldData.csv,2268,5,33.47683422,33.46814153,33.89924162,33.02087081,1849920.813
NAVI UW EquityFieldData.csv,934,5,15.40444861,15.41067452,15.6122591,15.21240364,951626.4379
NBL UN EquityFieldData.csv,8065,5,19.62150854,19.62078153,19.87777368,19.35073002,1086111.939
NCLH UN EquityFieldData.csv,8,5,54.4425,54.14625,54.8025,53.93125,330995.5
NDAQ UW EquityFieldData.csv,3245,5,36.79705239,36.80882558,37.26838431,36.32615593,820367.8092
NEE UN EquityFieldData.csv,8066,5,43.37513015,43.39489673,43.71595356,43.03042843,831644.8986
NEM UN EquityFieldData.csv,8064,5,36.2798081,36.26547486,36.77245541,35.76171434,1677809.753
NFLX UW EquityFieldData.csv,3930,5,34.18626132,34.19787125,34.69164326,33.6632402,6426657.635
NFX UN EquityFieldData.csv,6068,5,28.1376208,28.12490679,28.57889829,27.66285964,624026.16
NI UN EquityFieldData.csv,8066,5,8.545483672,8.549411282,8.617129221,8.475044185,583971.9898
NKE UN EquityFieldData.csv,6854,5,16.12124618,16.12992645,16.27979336,15.9694131,7236627.452
NLSN UN EquityFieldData.csv,1745,5,39.25012607,39.27730659,39.61273582,38.91834556,490820.0636
NOC UN EquityFieldData.csv,8066,5,57.11794954,57.14717518,57.59825738,56.65789797,678152.4493
NOV UN EquityFieldData.csv,5329,5,32.96995222,32.96166737,33.47346337,32.41550086,1498019.262
NRG UN EquityFieldData.csv,3467,5,23.60849005,23.59765503,23.91666628,23.27734987,1226794.037
NSC UN EquityFieldData.csv,8065,5,40.40836217,40.42941538,40.85684601,39.97181401,896944.2274
NTAP UW EquityFieldData.csv,5566,5,28.45192146,28.45224119,29.05555013,27.84166861,3280725.983
NTRS UW EquityFieldData.csv,8067,5,38.71305395,38.7243419,39.1637854,38.23414258,674028.2232
NUE UN EquityFieldData.csv,8065,5,24.84314632,24.83993422,25.1791041,24.49043271,1472194.624
NVDA UW EquityFieldData.csv,4768,5,22.82697583,22.82919994,23.20975471,22.41669528,8727060.243
NWL UN EquityFieldData.csv,8066,5,24.20559736,24.20851705,24.46639551,23.92474695,740071.8997
NWS UW EquityFieldData.csv,1143,5,14.74057743,14.74389326,14.87953631,14.59495626,291829.5241
NWSA UW EquityFieldData.csv,1143,5,14.66700787,14.66653106,14.80871829,14.51251094,974287.7594
O UN EquityFieldData.csv,5843,5,26.84583758,26.85286291,27.09137667,26.57663366,297877.6649
OKE UN EquityFieldData.csv,8066,5,16.02067811,16.02724905,16.19418019,15.84632855,474906.4745
OMC UN EquityFieldData.csv,6779,5,37.9896357,38.00794569,38.35448736,37.62093888,1094912.828
ORCL UN EquityFieldData.csv,1126,5,40.78301954,40.80837478,41.08901155,40.5197984,3592827.005
ORLY UW EquityFieldData.csv,6217,5,59.65979878,59.69564919,60.26877803,59.08145874,434834.239
OXY UN EquityFieldData.csv,8064,5,35.87641523,35.87510503,36.28043421,35.44096296,1820910.603
PAYX UW EquityFieldData.csv,8068,5,23.722035,23.72143569,24.00118798,23.42238279,1508813.756
PBCT UW EquityFieldData.csv,7433,5,8.878540479,8.878102019,8.969859021,8.778838361,746388.9613
PCAR UW EquityFieldData.csv,8068,5,24.26716708,24.27397959,24.55996605,23.95606525,1328634.96
PCG UN EquityFieldData.csv,8066,5,33.12589976,33.15032451,33.41652027,32.84418411,854385.9054
PDCO UW EquityFieldData.csv,6341,5,25.02405382,25.0387352,25.29755185,24.75367128,511356.0664
PEG UN EquityFieldData.csv,8064,5,24.10969466,24.12227553,24.32552194,23.89066323,980288.9381
PEP UW EquityFieldData.csv,7,5,118.9685714,119.0485714,119.4414286,118.5371429,1033372.286
PFE UN EquityFieldData.csv,8065,5,20.60692591,20.6057436,20.81905878,20.38551091,10701429.86
PFG UW EquityFieldData.csv,9,5,71.33666667,71.06333333,71.61611111,70.725,371592
PG UN EquityFieldData.csv,8066,5,42.60661624,42.6419435,42.94799257,42.29540508,4231812.427
PGR UN EquityFieldData.csv,7710,5,14.29030704,14.29796767,14.42177593,14.16374494,1954597.787
PH UN EquityFieldData.csv,8065,5,45.85240475,45.86642531,46.32877454,45.36644796,560741.7863
PHM UN EquityFieldData.csv,8065,5,11.31098857,11.30673182,11.49325927,11.11928651,1321135.53
PKG UN EquityFieldData.csv,4510,5,35.94253769,35.9511286,36.31850044,35.5525806,334740.2763
PKI UN EquityFieldData.csv,8066,5,21.38158871,21.38978175,21.63012194,21.12708928,380026.411
PLD UN EquityFieldData.csv,5059,5,36.02938377,36.03276339,36.3894404,35.63369045,543220.5262
PM UN EquityFieldData.csv,2467,5,76.63914471,76.68084718,77.24345886,76.08456709,2141416.398
PNC UN EquityFieldData.csv,7609,5,52.47759265,52.49616145,53.03937147,51.9150803,814245.3124
PNR UN EquityFieldData.csv,5495,5,34.99642278,35.0047059,35.37386084,34.61350779,350975.6861
PNW UN EquityFieldData.csv,7734,5,37.9510748,37.9631452,38.25591705,37.6358345,286102.4959
PPG UN EquityFieldData.csv,8066,5,36.28770382,36.3053392,36.62050769,35.95954959,837054.9054
PPL UN EquityFieldData.csv,8066,5,20.05332317,20.06084616,20.22274137,19.87622606,804619.1809
PRGO UN EquityFieldData.csv,1152,5,127.2311806,127.202283,128.5656823,125.7454557,318189.4505
PRU UN EquityFieldData.csv,4040,5,65.13494802,65.15658168,65.8671302,64.41063193,1339417.24
PSA UN EquityFieldData.csv,5842,5,86.67803578,86.73613129,87.48622407,85.87740722,312330.0286
PSX UN EquityFieldData.csv,1447,4,72.41924326,72.45814789,73.18031375,71.6882405,-99
PVH UN EquityFieldData.csv,8064,5,37.94524771,37.9451361,38.41334542,37.4579685,170122.1937
PWR UN EquityFieldData.csv,5004,5,21.24908269,21.2439552,21.59016934,20.88293591,605936.3217
PX UN EquityFieldData.csv,6433,4,58.60342702,58.64445251,59.14583274,58.08457034,-99
PXD UN EquityFieldData.csv,5133,5,70.16109624,70.16096084,71.16954744,69.09565089,578340.6651
PYPL UW EquityFieldData.csv,629,5,44.7681876,44.75114467,45.21374404,44.2418442,2411843.734
QCOM UW EquityFieldData.csv,6563,4,33.27337253,33.28306805,33.74434222,32.80923026,-99
QRVO UW EquityFieldData.csv,755,5,61.90170861,61.92650331,62.8612649,60.89506623,583009.7775
RCL UN EquityFieldData.csv,6216,5,36.57268452,36.57289895,37.0317478,36.09414907,638400.7539
RE UN EquityFieldData.csv,5601,5,92.96640957,92.98663944,93.78759704,92.13795162,230958.0673
REG UN EquityFieldData.csv,6079,5,41.67941479,41.69723886,42.07485795,41.26579454,201358.9072
REGN UW EquityFieldData.csv,6742,5,88.70175564,88.68780119,90.14368887,87.17251766,249988.0507
RF UN EquityFieldData.csv,3944,5,17.3390074,17.33287419,17.5310626,17.12841065,2875012.587
RHI UN EquityFieldData.csv,6959,1,-99,-99,-99,-99,486976.127
RHT UN EquityFieldData.csv,2782,5,49.47859454,49.50065421,50.02062114,48.92622214,576042.3106
RJF UN EquityFieldData.csv,7950,5,20.04321045,20.05105859,20.2790282,19.79771958,257377.4556
RL UN EquityFieldData.csv,5173,5,73.84917601,73.86279045,74.73167147,72.94446907,344114.1144
RMD UN EquityFieldData.csv,4593,5,29.65932304,29.69258045,29.95074936,29.39626109,545583.9632
ROK UN EquityFieldData.csv,5305,5,59.39210858,59.43093874,60.03499001,58.78208765,525722.3389
ROP UN EquityFieldData.csv,5326,5,69.65380943,69.69734683,70.2504255,69.06093791,217860.138
ROST UW EquityFieldData.csv,8067,5,11.88473973,11.88714173,12.00680037,11.76018674,4988996.383
RRC UN EquityFieldData.csv,7104,5,57.42450919,57.38702952,58.21494526,56.54087283,484608.8716
RSG UN EquityFieldData.csv,4908,5,27.24642571,27.25993042,27.48677245,27.00501157,740717.0416
RTN UN EquityFieldData.csv,8066,5,49.03546008,49.05997075,49.46605195,48.61093871,842536.8625
SBAC UW EquityFieldData.csv,4667,5,46.78033576,46.80142147,47.36741526,46.18884594,549359.0551
SBUX UW EquityFieldData.csv,6428,5,15.75787623,15.76317232,15.91719319,15.59729784,11087713.62
SCG UN EquityFieldData.csv,8066,5,32.93707414,32.95304333,33.18184751,32.68621663,208154.7843
SCHW UN EquityFieldData.csv,6575,5,13.07953471,13.08148363,13.28588356,12.86276586,3142001.473
SEE UN EquityFieldData.csv,4976,5,27.09232478,27.09012741,27.38982886,26.78147966,743855.5412
SHW UN EquityFieldData.csv,8065,5,68.63810626,68.68694594,69.27412709,68.02652188,414546.0491
SIG UN EquityFieldData.csv,3304,5,57.46031174,57.4779086,58.10205751,56.81186804,155513.1698
SJM UN EquityFieldData.csv,6612,5,53.61095236,53.63638612,54.04238309,53.1735543,148600.3404
SLB UN EquityFieldData.csv,8066,5,40.92056552,40.91308169,41.43586323,40.37112052,3593144.865
SLG UN EquityFieldData.csv,5128,5,66.21974064,66.22677506,66.92504173,65.47585901,249609.2978
SNA UN EquityFieldData.csv,8066,5,49.34159893,49.35352083,49.77847607,48.88628986,161585.6837
SNPS UW EquityFieldData.csv,6512,5,26.64302406,26.66628667,27.00490342,26.29742836,1009400.705
SO UN EquityFieldData.csv,8066,5,25.12815042,25.13917519,25.31392228,24.9378831,1195718.085
SPG UN EquityFieldData.csv,6056,5,77.57550611,77.58760139,78.29344898,76.795589,620130.8461
SPGI UN EquityFieldData.csv,8066,5,35.99380635,36.01804352,36.34487491,35.65516266,955923.7095
SPY US EquityFieldData.csv,6277,5,125.3520789,125.3499918,126.0927013,124.5269419,84141924.27
SRCL UW EquityFieldData.csv,5362,5,50.41613529,50.43839127,50.89321364,49.93162265,388530.0194
SRE UN EquityFieldData.csv,4910,5,55.52335316,55.54982098,55.98697149,55.05312363,570834.4448
STI UN EquityFieldData.csv,8066,5,40.46393473,40.47118447,40.90205583,40.00936954,794415.9798
STT UN EquityFieldData.csv,5761,5,49.23097277,49.24674435,49.8322527,48.62339892,1143005.906
STX UW EquityFieldData.csv,2340,5,31.24657692,31.25577991,31.70823504,30.77992308,2386270.69
STZ UN EquityFieldData.csv,4585,5,46.1931398,46.21609967,46.60539368,45.78656728,711529.0704
SWK UN EquityFieldData.csv,8065,5,45.14826882,45.16595524,45.58781364,44.69947626,291615.2258
SWKS UW EquityFieldData.csv,7206,5,20.32744982,20.31233334,20.54160011,19.70012076,1085361.738
SYF UN EquityFieldData.csv,862,5,30.55022042,30.54068445,30.8521949,30.209558,1418289.667
SYK UN EquityFieldData.csv,5144,5,54.32379075,54.34791262,54.79852677,53.84373486,814771.7834
SYMC UW EquityFieldData.csv,7189,5,12.16112712,12.16890796,12.32759012,11.98570735,5927261.882
SYY UN EquityFieldData.csv,8065,5,21.37525862,21.38615833,21.56865697,21.18899051,1305348.512
T UN EquityFieldData.csv,8066,5,27.7583091,27.75224209,28.02117101,27.46277087,4748925.736
TAP UN EquityFieldData.csv,4734,5,47.40343304,47.40609907,47.83607541,46.9611654,572034.9512
TDG UN EquityFieldData.csv,2971,5,123.8016661,123.8867822,124.9665591,122.6389132,119925.8543
TEL UN EquityFieldData.csv,2657,5,45.45624765,45.48477983,45.90276214,45.03294543,705421.2559
TGT UN EquityFieldData.csv,8066,5,33.27005846,33.27515815,33.64230492,32.8903939,3022599.298
TIF UN EquityFieldData.csv,7727,5,33.80724675,33.81438896,34.23024963,33.37123475,717358.5313
TJX UN EquityFieldData.csv,7686,5,18.42274506,18.4312912,18.60299132,18.25065125,3598953.122
TMK UN EquityFieldData.csv,8064,5,21.87029236,21.87990511,22.05533831,21.68733486,610047.1111
TMO UN EquityFieldData.csv,8064,5,41.94854291,41.96357217,42.33390501,41.55477555,547508.1341
TPR UN EquityFieldData.csv,4336,5,33.80766716,33.81379562,34.24800028,33.35383393,1830504.581
TRIP UW EquityFieldData.csv,1526,5,61.97919725,61.96816186,62.88119594,61.0354882,712433.382
TROW UW EquityFieldData.csv,8005,5,29.91006408,29.91113087,30.21057582,29.49050061,851539.432
TRV UN EquityFieldData.csv,8056,5,44.28938915,44.29890218,44.68070544,43.89845109,991042.5624
TSCO UW EquityFieldData.csv,5976,1,-99,-99,-99,-99,796678.7888
TSN UN EquityFieldData.csv,5084,5,23.68747787,23.69828236,23.96074489,23.42016985,1050255.143
TSS UN EquityFieldData.csv,7128,5,20.36342706,20.37728792,20.57863685,20.14541531,198758.0866
TWX UN EquityFieldData.csv,5360,5,50.94045284,50.94433959,51.65454845,50.19151114,3954316.607
TXN UW EquityFieldData.csv,1509,5,52.71569914,52.75171637,53.14113651,52.30542081,2074849.957
TXT UN EquityFieldData.csv,8066,5,25.12100625,25.13054271,25.41335138,24.83391975,883122.8805
UA UN EquityFieldData.csv,446,5,24.64964462,24.6129278,24.96608498,24.29968722,687779.3901
UAA UN EquityFieldData.csv,2778,5,17.25080587,17.24432099,17.48587423,16.99328337,1042194.595
UAL UN EquityFieldData.csv,1826,1,-99,-99,-99,-99,1182403.352
UDR UN EquityFieldData.csv,6968,5,18.58411431,18.59270608,18.76506922,18.39449701,443278.2095
UHS UN EquityFieldData.csv,6693,5,35.2329942,35.24428476,35.62919565,34.83408354,536776.5471
ULTA UW EquityFieldData.csv,2564,5,101.8178159,101.8186603,102.9930226,100.5819735,252410.0519
UNH UN EquityFieldData.csv,6606,5,41.288835,41.30532259,41.6986815,40.88131063,4910091.519
UNM UN EquityFieldData.csv,7850,5,24.62050718,24.63056856,24.89730893,24.34216153,791949.7203
UNP UN EquityFieldData.csv,8066,5,29.45736408,29.46915497,29.74370893,29.17807193,2434474.423
UPS UN EquityFieldData.csv,4564,5,76.21001775,76.23386131,76.77997371,75.63127498,1538418.135
URI UN EquityFieldData.csv,5041,5,37.76519589,37.75697084,38.35409413,37.14527128,432213.047
USB UN EquityFieldData.csv,8066,5,20.62311591,20.63352679,20.83702048,20.40869156,2107385.943
UTX UN EquityFieldData.csv,8065,5,43.86949957,43.86881922,44.24498289,43.4770775,2459902.898
V UN EquityFieldData.csv,2465,5,45.79512373,45.81007404,46.18311886,45.41253383,4881057.547
VAR UN EquityFieldData.csv,8066,5,27.864474,27.88622101,28.13689561,27.6068604,579177.4764
VFC UN EquityFieldData.csv,8066,5,18.8820957,18.89177015,19.06522253,18.69776918,1116977.113
VIAB UW EquityFieldData.csv,1530,5,55.65262745,55.64093137,56.24050654,55.05312745,1290793.803
VLO UN EquityFieldData.csv,5138,5,30.04154488,30.03483233,30.46308819,29.59091843,3181772.957
VMC UN EquityFieldData.csv,8064,5,43.88403745,43.89084189,44.39062066,43.36104464,230753.4276
VNO UN EquityFieldData.csv,7607,5,38.60337118,38.61074358,38.96315981,38.21606798,318086.4857
VRSK UW EquityFieldData.csv,2073,5,57.81537868,57.85867101,58.25546551,57.40438977,299723.8678
VRSN UW EquityFieldData.csv,5014,5,45.1880458,45.17237716,46.13781155,44.19229908,2216234.868
VRTX UW EquityFieldData.csv,6661,5,37.40631597,37.40832125,38.15591446,36.61128847,631640.1502
VTR UN EquityFieldData.csv,6525,5,29.55662478,29.56388221,29.86325836,29.22509257,419012.0921
VZ UN EquityFieldData.csv,8066,5,33.46855553,33.47813396,33.78039888,33.14194964,3181352.603
WAT UN EquityFieldData.csv,5568,5,62.79537141,62.8248495,63.46904921,62.11535399,479729.1487
WBA UW EquityFieldData.csv,756,5,81.90865079,81.90572751,82.5981746,81.15693122,1666943.841
WDC UW EquityFieldData.csv,1405,5,71.15453381,71.15730249,72.05043416,70.23237011,1096130.647
WEC UN EquityFieldData.csv,7811,5,21.88173487,21.89698754,22.04570602,21.71692858,479512.382
WELL UN EquityFieldData.csv,6305,5,39.34645519,39.35981086,39.69023672,38.9714295,337060.1607
WFC UN EquityFieldData.csv,8065,5,22.29334847,22.29798551,22.52652223,22.0548675,5089475.812
WHR UN EquityFieldData.csv,8064,5,72.64922309,72.66036694,73.52098859,71.77027592,380003.892
WLTW UW EquityFieldData.csv,502,5,132.7300797,132.7898805,133.6647112,131.7531076,283042.6076
WM UN EquityFieldData.csv,6156,5,34.64783463,34.66330288,34.98018023,34.30898583,1170647.559
WMB UN EquityFieldData.csv,8064,5,17.72145203,17.71603909,17.96279116,17.45460895,1737091.874
WMT UN EquityFieldData.csv,8064,5,39.25758513,39.26383172,39.6213124,38.89358408,5095205.39
WRK UN EquityFieldData.csv,635,5,48.87707669,48.86802787,49.42139764,48.30808898,471917.7654
WU UN EquityFieldData.csv,2840,5,18.64659507,18.65377465,18.86229296,18.43741444,1652564.192
WY UN EquityFieldData.csv,8054,5,20.85499697,20.85861338,21.09436065,20.60718526,1633748.426
WYN UN EquityFieldData.csv,2884,5,49.79418863,49.81034327,50.29537621,49.29388974,552758.2805
WYNN UW EquityFieldData.csv,3822,5,94.05491575,94.02228755,95.57035863,92.47317669,776148.3715
XEC UN EquityFieldData.csv,3844,5,66.46790583,66.47758325,67.43168704,65.46958663,336116.0239
XL UN EquityFieldData.csv,6664,5,44.24971451,44.24924032,44.68827431,43.79444298,695902.8947
XLNX UW EquityFieldData.csv,6945,5,26.83271401,26.82566705,27.30596799,26.33982775,4347697.493
XOM UN EquityFieldData.csv,8065,4,46.4139658,46.43636415,46.82209104,46.01287113,-99
XRAY UW EquityFieldData.csv,7657,3,-99,-99,22.69316524,22.24050632,536419.4745
XRX UN EquityFieldData.csv,8055,5,39.86021405,39.86218914,40.35988361,39.33863852,633841.6002
XYL UN EquityFieldData.csv,1564,5,37.59171995,37.60159847,37.90400575,37.27129476,346959.9431
YUM UN EquityFieldData.csv,5106,5,28.72591633,28.74603057,29.00348333,28.46707272,1794115.625
ZBH UN EquityFieldData.csv,4135,5,73.69642805,73.73687062,74.38516469,73.02232261,766708.1574
ZION UW EquityFieldData.csv,8066,5,31.32995351,31.17487818,31.38584187,30.5822058,549165.5574
ZTS UN EquityFieldData.csv,1238,5,44.39271405,44.39757674,44.77307593,43.98283683,935486.7625
